"localID","teamName","firstName","lastName","primaryPosition","pitcherRole","power","contact","speed","fielding","arm","velocity","junk","accuracy","age","trait","subType","league","gender","throws","bats","secondaryPosition","jerseyNumber","rating","trait1","chemistry1","trait2","chemistry2","careerStart","careerEnd","fourSeamFastball","twoSeamFastball","screwball","changeup","forkball","curveball","slider","cutFastball","windup","pitchAngle","playerChemistry","salary"
1716,"Can O' Corns","Mark","Langston",1,1,7,0,15,61,,64,84,56,21,19,7,"creators","","",1,"","12",25.6668758392334,"Falls Behind","Scholarly","","",1984,1999,1,"","",1,"",1,1,"",3,3,"Scholarly","#N/A"
1720,"We Got Ice","Cliff","Lee",1,1,9,5,30,19,,34,65,88,32,18,6,"creators","","","","","33",0.683825671672821,"Pick Officer","Crafty","","",2002,2014,1,1,"",1,"",1,"",1,"",3,"Crafty","#N/A"
1735,"Pinstripe Strong","Willie","Mays",8,,97,91,45,98,63,,,,20,10,8,"creators","",1,1,"","24",24.145490646362305,"Fastball Hitter","Disciplined","Magic Hands","Disciplined",1948,1973,"","","","","","","","",4,3,"","#N/A"
1748,"Prime Time","Mike","Napoli",2,,86,9,37,74,72,,,,33,4,7,"creators","",1,1,3,"12",21.80434989929199,"Whiffer","Competitive","","",2006,2017,"","","","","","","","",4,3,"Crafty","#N/A"
1749,"Can O' Corns","Joe","Nathan",1,4,12,2,1,43,,92,72,61,33,20,6,"creators","",1,1,"","36",15.219059944152832,"Rally Stopper","Spirited","Clutch","Spirited",1999,2016,1,1,"","","",1,1,"","",3,"Scholarly","#N/A"
1823,"Jomboy Media","Kerry","Wood",1,1,29,7,11,39,,74,74,9,19,,,"creators","",1,1,"","34",28.86441421508789,,,"","",1998,2012,1,"","","","",1,1,1,"",3,"Crafty","#N/A"
1825,"We Got Ice","Kevin","Youkilis",5,,73,57,68,65,29,,,,23,12,10,"creators","",1,1,3,"20",38.219970703125,"Big Hack","Scholarly","First Pitch Prayer","Competitive",2004,2013,"","","","","","","","",4,3,"","#N/A"
8215,"Can O' Corns","Jeff","Bagwell",3,,95,79,82,61,25,,,,28,3,3,"creators","",1,1,"","5",45.835304260253906,"Low Pitch","Disciplined","Big Hack","Scholarly",1991,2005,"","","","","","","","",4,3,"Disciplined","#N/A"
8394,"Jomboy Media","Jimmy","O'Brien",2,,95,95,39,95,97,,,,34,14,6,"creators","",1,1,3,"14",23.39202117919922,"First Pitch Slayer","Competitive","Stimulated","Crafty","","","","","","","","","","",1,3,"Disciplined","#N/A"
8395,"Jomboy Media","Bobby","Skinner",5,,93,30,30,90,90,,,,29,9,6,"creators","","",1,"","58",81.00318145751952,"Utility","Scholarly","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
8396,"Jomboy Media","Kelsey","Wingert",7,,71,57,95,90,90,,,,20,8,6,"creators",1,1,1,"","3",19.37039566040039,"Stealer","Crafty","","","","","","","","","","","","",4,1,"Scholarly","#N/A"
8397,"Jomboy Media","Jake","Storiale",8,,87,59,40,85,88,,,,35,2,6,"creators","",1,1,4,"23",86.96808624267578,"RBI Hero","Spirited","High Pitch","Disciplined","","","","","","","","","","",4,3,"","#N/A"
8398,"Jomboy Media","Jerry","Blevins",1,1,28,44,73,64,,93,56,81,27,5,12,"creators","","","","","13",80.6656723022461,"Specialist","Crafty","Elite CF","Scholarly","","",1,1,"",1,"",1,"",1,4,3,"","#N/A"
8399,"Jomboy Media","Justin","Penik",1,1,7,3,12,41,,82,53,82,32,33,25,"creators","",1,1,"","77",70.13651275634766,"Consistent","Disciplined","","","","",1,1,"","",1,1,1,"","",3,"Disciplined","#N/A"
8400,"We Got Ice","Kyle","MacDonald",2,,84,76,39,80,67,,,,38,12,10,"creators","",1,"","","69",19.064069747924805,"Big Hack","Scholarly","","","","","","","","","","","","",4,3,"Crafty","#N/A"
8401,"We Got Ice","Lorenzo","DeMalia",6,,65,99,99,99,99,,,,29,12,11,"creators","",1,1,"","11",22.634708404541016,"Little Hack","Scholarly","Stimulated","Crafty","","","","","","","","","","",4,3,"Spirited","#N/A"
8402,"We Got Ice","Dalton","Feely",7,,91,67,89,59,74,,,,29,1,0,"creators","",1,"",11,"14",79.62815856933594,"CON vs RHP","Spirited","","","","","","","","","","","","",4,3,"","#N/A"
8403,"We Got Ice","Jack","Doyle",1,1,28,1,73,76,,92,60,52,26,22,18,"creators","",1,1,"","",70.0874252319336,"Elite SL","Scholarly","Workhorse","Competitive","","","",1,1,1,"","",1,"",3,2,"Scholarly","#N/A"
8404,"We Got Ice","Kollin","Stone",1,1,19,73,12,92,,98,12,50,30,22,14,"creators","",1,1,"","1",71.26873016357422,"Elite 4F","Scholarly","","","","",1,"",1,"",1,"",1,"","",2,"Disciplined","#N/A"
8405,"We Got Ice","Yill","Yill",1,3,5,46,29,56,,95,95,5,29,20,6,"creators",1,"",2,"","83",4.621216297149658,"Rally Stopper","Spirited","Wild Thing","Spirited","","",1,1,1,1,"","",1,"",2,"","Scholarly","#N/A"
8406,"Girls & Co.","Jolly","Olive",2,,85,80,60,50,61,,,,31,14,7,"creators","",1,1,"","43",9.368938446044922,"First Pitch Prayer","Competitive","Ace Exterminator","Scholarly","","","","","","","","","","",4,3,"","#N/A"
8407,"Girls & Co.","Trevor","Plouffe",5,,99,99,45,99,94,,,,30,4,6,"creators","",1,"","","24",80.35526275634766,"Tough Out","Competitive","Magic Hands","Disciplined","","","","","","","","","","",1,3,"","#N/A"
8408,"Girls & Co.","Paxton","Elrod",8,,51,99,99,79,99,,,,31,8,6,"creators",1,1,1,10,"16",4.027790069580078,"Stealer","Crafty","Sprinter","Competitive","","","","","","","","","","",4,3,"Disciplined","#N/A"
8409,"Girls & Co.","Drew","Davis",1,1,59,60,57,49,,60,82,60,30,24,23,"creators","",1,"","","11",12.447141647338865,"Two Way (IF)","Spirited","","","","","",1,"",1,"",1,1,"","",2,"Scholarly","#N/A"
8410,"Girls & Co.","Dan","Canobbio",1,1,13,11,29,83,,95,68,52,27,22,15,"creators","","","","","23",86.31230926513672,"Elite 2F","Scholarly","","","","",1,1,"","","",1,"","",1,2,"","#N/A"
8411,"Girls & Co.","Dan","Rourke",1,1,33,54,37,60,,92,89,25,31,31,7,"creators","",1,1,"","99",18.57489776611328,"Wild Thing","Spirited","","","","",1,1,"",1,"",1,"",1,3,2,"","#N/A"
8412,"Pinstripe Strong","Ashland","Scott",3,,89,89,44,88,47,,,,31,10,9,"creators",1,1,1,"","13",11.639320373535156,"Off-speed Hitter","Disciplined","","","","","","","","","","","","",4,3,"Disciplined","#N/A"
8413,"Pinstripe Strong","Lou","Dab",4,,69,97,47,53,94,,,,42,1,0,"creators","",1,1,"","4",77.11773681640625,"CON vs RHP","Spirited","","","","","","","","","","","","",3,3,"Disciplined","#N/A"
8414,"Pinstripe Strong","Peter","Moylan",5,,90,80,20,70,54,,,,28,9,6,"creators","",1,1,11,"58",8.00442123413086,"Utility","Scholarly","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
8415,"Pinstripe Strong","Chris","Rose",6,,68,80,32,68,88,,,,34,27,7,"creators","",1,1,"","14",5.554546356201172,"Base Jogger","Disciplined","","","","","","","","","","","","",3,1,"Scholarly","#N/A"
8416,"Pinstripe Strong","Joez","McFly",7,,99,99,64,99,99,,,,25,0,1,"creators","",1,1,"","23",79.79228210449219,"POW vs LHP","Spirited","CON vs LHP","Spirited","","","","","","","","","","",2,2,"","#N/A"
8417,"Pinstripe Strong","Justin","Shackil",9,,80,91,70,72,50,,,,25,12,11,"creators","","","","","16",11.765810012817383,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"Disciplined","#N/A"
8418,"Goat Herd","Gyvi","World",4,,95,95,28,58,56,,,,38,8,7,"creators","",1,1,9,"14",9.76102066040039,"Bad Jumps","Crafty","Magic Hands","Disciplined","","","","","","","","","","",4,3,"Spirited","#N/A"
8419,"Goat Herd","Mighty","Goat",5,,99,99,99,70,92,,,,24,12,10,"creators","",1,1,"","27",27.610338211059567,"Big Hack","Scholarly","","","","","","","","","","","","",4,1,"Crafty","#N/A"
8420,"Goat Herd","K","Pritz",6,,70,21,70,30,92,,,,25,0,0,"creators","","","","","21",88.66230773925781,"POW vs RHP","Spirited","Magic Hands","Disciplined","","","","","","","","","","",2,2,"Disciplined","#N/A"
8421,"Goat Herd","Alex","Twin",7,,24,6,98,75,86,,,,20,,,"creators","",1,1,"","5",16.479368209838867,,,"","","","","","","","","","","","",2,1,"Disciplined","#N/A"
8422,"Goat Herd","Brett","Barrett",8,,78,67,85,69,50,,,,26,17,6,"creators","",1,"","","11",78.52706909179688,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
8423,"Goat Herd","Claire","Bear",1,1,10,32,70,73,,91,81,50,37,,,"creators",1,1,2,"","3",72.31683349609375,,,"","","","",1,"",1,"","","",1,"",3,"","Crafty","#N/A"
8424,"Prime Time","Bruce","Wayne",2,,40,92,82,65,92,,,,25,34,6,"creators","",1,1,"","24",84.86715698242188,"Durable","Competitive","","","","","","","","","","","","","",2,"Scholarly","#N/A"
8425,"Prime Time","Scuffy","McGee",4,,89,80,84,55,98,,,,21,1,1,"creators","",1,1,11,"6",22.628049850463867,"CON vs LHP","Spirited","","","","","","","","","","","","",4,3,"","#N/A"
8426,"Prime Time","Maximillian","Reible",5,,99,50,55,99,99,,,,31,36,6,"creators","",1,1,"","42",69.27104187011719,"Cannon Arm","Competitive","","","","","","","","","","","","","",1,"Scholarly","#N/A"
8427,"Prime Time","Kevin","Gohd",6,,70,99,82,86,94,,,,37,16,6,"creators","",1,1,"","27",5.367498874664307,"Ace Exterminator","Scholarly","","","","","","","","","","","","",4,3,"Disciplined","#N/A"
8428,"Prime Time","Lauren","Remy",7,,95,79,64,63,71,,,,31,12,11,"creators",1,1,2,12,"3",3.9729080200195312,"Little Hack","Scholarly","Easy Target","Crafty","","","","","","","","","","",4,3,"Disciplined","#N/A"
8429,"Prime Time","Tim","Koogs",1,1,68,44,13,65,,99,95,90,33,19,6,"creators","",1,1,"","46",18.070772171020508,"Gets Ahead","Scholarly","Elite 4F","Scholarly","","",1,1,1,"","","",1,1,4,3,"","#N/A"
8430,"Mashing Monsters","Daddy","Dimmu",2,,99,99,9,73,70,,,,24,10,8,"creators","",1,1,6,"75",4.913673400878906,"Fastball Hitter","Disciplined","Slow Poke","Competitive","","","","","","","","","","",4,3,"Scholarly","#N/A"
8431,"Mashing Monsters","Chandler","Sartain",3,,65,99,56,89,29,,,,23,32,6,"creators","",1,"","","11",3.4460229873657227,"Clutch","Spirited","Noodle Arm","Competitive","","","","","","","","","","",3,3,"Crafty","#N/A"
8432,"Mashing Monsters","King","Shelfy",5,,99,89,80,99,99,,,,26,1,0,"creators","",1,1,11,"3",13.2698392868042,"CON vs RHP","Spirited","Durable","Competitive","","","","","","","","","","",4,3,"Spirited","#N/A"
8433,"Mashing Monsters","Your","FriendKyle",8,,99,20,55,48,60,,,,37,0,0,"creators","",1,2,"","7",15.87869071960449,"POW vs RHP","Spirited","","","","","","","","","","","","",4,3,"Crafty","#N/A"
8434,"Mashing Monsters","Adam","Samuels",7,,20,20,99,99,99,,,,30,26,6,"creators","",1,1,"","12",77.3905029296875,"Sprinter","Competitive","","","","","","","","","","","","",2,1,"","#N/A"
8435,"Mashing Monsters","Caden","Sartain",9,,68,90,75,65,88,,,,26,3,3,"creators","",1,"",11,"13",70.38034057617188,"Low Pitch","Disciplined","","","","","","","","","","","","",4,3,"Disciplined","#N/A"
9139,"Can O' Corns","Fuzzy","FromYT",8,,97,95,83,79,90,,,,24,4,6,"creators","",1,"",11,"22",72.61286926269531,"Tough Out","Competitive","Consistent","Disciplined","","","","","","","","","","",4,3,"Spirited","#N/A"
9140,"Can O' Corns","Foolish","Baseball",1,3,43,25,19,38,,25,99,50,34,22,21,"creators","","","","","0",28.37122917175293,"Elite FK","Scholarly","","","","",1,"","","",1,"",1,"",2,"","Disciplined","#N/A"
9141,"Can O' Corns","GiraffeNeck","Marc",2,,41,67,67,97,99,,,,27,17,6,"creators","",1,1,13,"31",79.6400146484375,"Mind Gamer","Crafty","Cannon Arm","Competitive","","","","","","","","","","",4,3,"","#N/A"
9142,"Can O' Corns","Jared","Carrabis",1,1,79,52,95,78,,58,75,40,31,32,6,"creators","","","","","32",69.36773681640625,"Clutch","Spirited","","","","",1,"","",1,"",1,"","",2,3,"Crafty","#N/A"
9143,"Can O' Corns","Littleman","17",4,,97,97,17,97,17,,,,21,3,2,"creators","","",1,10,"17",5.985333442687988,"High Pitch","Disciplined","","","","","","","","","","","","",4,3,"Spirited","#N/A"
9144,"Can O' Corns","Chaison","Miklich",5,,91,91,19,91,91,,,,21,12,10,"creators","",1,1,"","3",3.115330457687378,"Big Hack","Scholarly","","","","","","","","","","","","",2,2,"","#N/A"
11243,"Mashing Monsters","Doyen","Stafford",1,1,10,4,18,58,,93,57,88,29,,,"creators","","","","","28",14.185870170593262,,,"","","","",1,"","",1,1,1,1,"","",2,"Crafty","#N/A"
11245,"Mashing Monsters","Hito","Moonshota",5,,98,68,30,88,93,,,,28,3,2,"creators","",1,1,3,"57",14.997420310974121,"High Pitch","Disciplined","","","","","","","","","","","","",4,3,"Crafty","11300000.00"
11246,"Mashing Monsters","Buttons","Bunterson",6,,46,99,92,92,82,,,,25,26,6,"creators","",1,1,5,"69",28.051149368286133,"Sprinter","Competitive","Bunter","Scholarly","","","","","","","","","","",4,3,"","14100000.00"
11248,"Jomboy Media","Huffly","Buffler",4,,91,90,28,75,58,,,,25,26,7,"creators","",1,1,6,"5",21.088159561157223,"Slow Poke","Competitive","Noodle Arm","Competitive","","","","","","","","","","",4,3,"Crafty","#N/A"
11261,"Goat Herd","Jacques","O'Ften",2,,87,49,69,76,81,,,,36,14,6,"creators","",1,"","","23",83.9591064453125,"First Pitch Slayer","Competitive","Consistent","Disciplined","","","","","","","","","","",4,3,"Disciplined","12300000.00"
11263,"Can O' Corns","Sakda","Song",3,,80,93,90,93,57,,,,25,0,0,"creators","",1,1,9,"6",9.171457290649414,"POW vs RHP","Spirited","Off-speed Hitter","Disciplined","","","","","","","","","","",4,3,"Disciplined","18000000.00"
11271,"Mashing Monsters","Steve","Bedrosian",1,3,0,6,4,40,,88,71,42,27,21,7,"creators","",1,1,"","32",0.46541255712509155,"Crossed Up","Scholarly","","",1981,1995,1,1,"","","","",1,"",3,3,"Crafty","#N/A"
11272,"Jomboy Media","Johnny","Bench",2,,83,60,49,74,96,,,,24,2,6,"creators","",1,1,5,"5",23.68878936767578,"RBI Hero","Spirited","","",1967,1983,"","","","","","","","",4,3,"Crafty","#N/A"
11273,"Girls & Co.","George","Brett",5,,64,91,79,70,62,,,,33,1,0,"creators","",1,"",3,"5",26.630466461181637,"CON vs RHP","Spirited","RBI Hero","Spirited",1973,1993,"","","","","","","","",4,3,"","#N/A"
11281,"Goat Herd","Eddie","Mathews",5,,92,70,27,76,92,,,,21,3,2,"creators","",1,"",3,"41",10.550219535827637,"High Pitch","Disciplined","Easy Target","Crafty",1952,1968,"","","","","","","","",4,3,"Disciplined","#N/A"
11283,"Girls & Co.","Jorge","Posada",2,,71,42,45,25,74,,,,32,17,6,"creators","",1,2,3,"20",2.6635429859161377,"Mind Gamer","Crafty","","",1995,2011,"","","","","","","","",4,3,"Disciplined","#N/A"
11284,"Mashing Monsters","Jovita","Pulo",1,1,8,10,49,63,,97,89,85,29,,,"creators",1,1,"","","27",23.96097946166992,,,"","","","",1,1,"",1,"","",1,"",2,1,"Scholarly","19300000.00"
11290,"Jomboy Media","Bella","Mietballe",1,1,39,64,11,93,,14,25,34,32,39,7,"creators",1,"","","","7",23.021099090576172,"Meltdown","Spirited","","","","",1,1,"",1,"",1,1,"",2,3,"","3800000.00"
11292,"Pinstripe Strong","Johnny","Bags",9,,66,73,75,35,70,,,,23,32,6,"creators","",1,2,7,"26",6.051496982574463,"Clutch","Spirited","","","","","","","","","","","","",4,3,"Disciplined","10400000.00"
11318,"Prime Time","Mash","Taters",3,,95,74,27,65,75,,,,23,,,"creators","","","","","24",6.643080234527588,,,"","","","","","","","","","","","",4,3,"Crafty","9500000.00"
11331,"Girls & Co.","Lucy","Finnegans",1,3,25,28,43,60,,53,69,29,28,22,15,"creators",1,1,"","","43",24.99349021911621,"Elite 2F","Scholarly","","","","",1,1,"","","","",1,"",4,3,"","4800000.00"
11334,"Prime Time","Shay","Dee",1,3,29,17,32,94,,84,51,95,31,19,7,"creators",1,"","","","24",82.22245025634766,"Falls Behind","Scholarly","Stimulated","Crafty","","",1,"","",1,"",1,"",1,2,1,"Crafty","11100000.00"
11336,"Jomboy Media","Wiggles","Freeman",6,,33,61,45,50,56,,,,28,,,"creators","",1,"",5,"39",17.185190200805664,,,"","","","","","","","","","","","",4,3,"Crafty","4000000.00"
11344,"Girls & Co.","Tucker","Turlington",1,3,12,8,7,40,,53,85,51,37,22,21,"creators","","","","","42",85.02110290527344,"Elite FK","Scholarly","Clutch","Spirited","","",1,"","","",1,1,1,"",1,3,"Spirited","7900000.00"
11351,"Goat Herd","Harry","Backman",2,,95,71,58,33,39,,,,31,4,7,"creators","",1,2,3,"26",73.8834228515625,"Whiffer","Competitive","","","","","","","","","","","","",4,3,"Scholarly","10000000.00"
11353,"Can O' Corns","Jock","Sports",6,,89,98,57,93,71,,,,29,36,6,"creators","",1,"",4,"12",17.330059051513672,"Cannon Arm","Competitive","","","","","","","","","","","","",4,3,"Disciplined","17200000.00"
11354,"We Got Ice","Doc","Simpleman",1,3,22,26,28,58,,61,53,53,37,19,7,"creators","","","","","49",80.99347686767578,"Falls Behind","Scholarly","Durable","Competitive","","",1,1,"","","","",1,"",3,1,"Scholarly","5000000.00"
11364,"Goat Herd","Kay","Frequin",1,4,8,2,32,34,,99,84,97,31,7,6,"creators",1,"",1,"","49",16.668100357055664,"K Collector","Competitive","Elite 2F","Scholarly","","","",1,1,"","","","","",4,2,"Crafty","16000000.00"
11375,"Mashing Monsters","Rhonda","Horne",5,,94,69,83,46,45,,,,29,4,7,"creators",1,1,"",3,"20",87.49597930908203,"Whiffer","Competitive","","","","","","","","","","","","",4,3,"Scholarly","10500000.00"
11380,"Goat Herd","Elmo","Slayer",1,1,16,0,7,79,,72,94,95,23,7,6,"creators","","","","","38",19.330059051513672,"K Collector","Competitive","","","","",1,"","",1,1,1,1,"","",1,"Crafty","19300000.00"
11381,"Can O' Corns","Hurley","Bender",1,1,12,8,23,67,,73,99,86,23,22,17,"creators","",1,"","","50",25.99349021911621,"Elite CB","Scholarly","","","","",1,1,"","","",1,1,1,"",2,"Disciplined","18700000.00"
11384,"Prime Time","Immaculo","Spectaculo",1,3,2,12,11,56,,84,95,79,25,21,7,"creators","",1,1,"","31",77.34264373779297,"Crossed Up","Scholarly","","","","",1,"","",1,"","",1,"",4,1,"Spirited","13400000.00"
11395,"Prime Time","Hercules","Bentley",3,,88,66,13,78,56,,,,31,,,"creators","",1,1,2,"46",87.96098327636719,,,"","","","","","","","","","","","",4,3,"Crafty","7100000.00"
11411,"Goat Herd","Sluggy","Boomhauer",9,,94,84,45,32,72,,,,31,,,"creators","",1,2,7,"19",73.61580657958984,,,"","","","","","","","","","","","",4,3,"Disciplined","#N/A"
11417,"Jomboy Media","Phil","Flusterer",1,4,4,12,3,44,,54,77,76,27,39,7,"creators","","","","","46",12.56128978729248,"Meltdown","Spirited","","","","",1,"","","","","",1,"",3,3,"Scholarly","#N/A"
11432,"We Got Ice","Beefcake","McStevens",5,,83,96,74,57,65,,,,27,0,1,"creators","",1,1,6,"27",7.265410900115967,"POW vs LHP","Spirited","High Pitch","Disciplined","","","","","","","","","","",4,3,"Disciplined","14600000.00"
11437,"Girls & Co.","Yakker","Asherbomb",4,,98,61,54,63,25,,,,28,,,"creators","",1,1,"","23",73.07000732421875,,,"","","","","","","","","","","","",4,3,"Scholarly","#N/A"
11440,"Can O' Corns","Alisha","Woodrow",1,1,30,4,23,64,,87,77,99,31,19,6,"creators",1,1,1,"","19",22.330059051513672,"Gets Ahead","Scholarly","","","","",1,1,"",1,"",1,1,"",3,3,"","19700000.00"
11455,"Mashing Monsters","Hammer","Longballo",9,,99,78,60,58,75,,,,29,0,0,"creators","",1,"",12,"90",12.53674030303955,"POW vs RHP","Spirited","Fastball Hitter","Disciplined","","","","","","","","","","",4,3,"","16500000.00"
11477,"Girls & Co.","Ice","Vainer",1,4,3,13,57,40,,87,93,46,31,6,6,"creators","",1,"","","25",3.3426411151885986,"Composed","Disciplined","","","","",1,"","","","","",1,"",4,2,"Disciplined","9100000.00"
11494,"Pinstripe Strong","Chico","Lapada",1,4,8,17,24,71,,79,96,62,31,6,7,"creators","",1,"","","97",14.171460151672363,"BB Prone","Disciplined","Easy Jumps","Crafty","","",1,"","","","","",1,1,"","","Scholarly","9400000.00"
11497,"Can O' Corns","Hack","Liner",5,,92,87,65,57,86,,,,31,12,10,"creators","",1,1,6,"12",21.444189071655273,"Big Hack","Scholarly","Ace Exterminator","Scholarly","","","","","","","","","","",4,3,"","13700000.00"
11508,"Girls & Co.","Maggie","Rags",4,,26,17,67,92,98,,,,28,9,6,"creators",1,1,2,13,"25",74.34786224365234,"Utility","Scholarly","","","","","","","","","","","","",4,3,"Scholarly","4300000.00"
11520,"Jomboy Media","Derr","Neverwocker",1,3,5,15,54,71,,90,87,73,21,6,6,"creators","",1,1,"","52",86.76181030273436,"Composed","Disciplined","","","","",1,1,"","","",1,1,"",1,3,"Crafty","14600000.00"
11522,"Goat Herd","Maurice","Brick",1,1,16,15,13,81,,76,96,52,22,23,6,"creators","","","","","45",72.59104919433594,"Workhorse","Competitive","Volatile","Disciplined","","",1,1,"","",1,1,1,"",3,2,"","14300000.00"
11526,"Jomboy Media","Whopper","Batsman",4,,81,15,50,49,37,,,,23,4,6,"creators","",1,1,"","12",16.303319931030273,"Tough Out","Competitive","","","","","","","","","","","","",4,3,"Disciplined","3800000.00"
11564,"Can O' Corns","Juice","Jackson",5,,95,88,43,68,70,,,,22,10,9,"creators","",1,1,6,"19",25.91336059570312,"Off-speed Hitter","Disciplined","Stimulated","Crafty","","","","","","","","","","",4,3,"Spirited","13500000.00"
11574,"Pinstripe Strong","Archie","Alonso",1,3,10,8,38,55,,50,74,58,27,6,6,"creators","",1,"","","44",76.67771911621094,"Composed","Disciplined","","","","",1,"","","","",1,1,"",2,3,"Spirited","#N/A"
11575,"Mashing Monsters","Knox","Oxensocksen",2,,11,96,79,92,77,,,,29,12,11,"creators","",1,1,7,"32",80.14557647705078,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"","8500000.00"
11591,"Pinstripe Strong","Buzz","Pastimm",1,2,14,26,3,56,,87,29,65,31,5,12,"creators","","",1,"","46",8.438253402709961,"Specialist","Crafty","Elite 4F","Scholarly","","",1,1,1,1,"","","","",1,2,"Spirited","8800000.00"
11592,"Mashing Monsters","Squinch","Tootwhistle",4,,97,85,69,55,49,,,,37,1,0,"creators",1,1,2,13,"5",82.26286315917969,"CON vs RHP","Spirited","Wild Thrower","Crafty","","","","","","","","","","",4,3,"","#N/A"
11600,"Girls & Co.","Jack","Cracker",7,,81,94,33,50,66,,,,28,,,"creators","",1,"",12,"29",83.48132324218749,,,"","","","","","","","","","","","",4,3,"Scholarly","10000000.00"
11608,"Pinstripe Strong","Cozy","Spooner",2,,42,32,29,66,39,,,,20,11,6,"creators","",1,"",3,"14",87.71681976318358,"Bad Ball Hitter","Crafty","","","","","","","","","","","","",4,3,"","#N/A"
11613,"We Got Ice","Batch","Wilson",8,,39,75,52,77,71,,,,38,11,6,"creators","","","",11,"13",26.91935920715332,"Bad Ball Hitter","Crafty","","","","","","","","","","","","",4,3,"Spirited","7100000.00"
11619,"Girls & Co.","Thurman","Colt",8,,70,45,83,31,49,,,,32,17,6,"creators","",1,2,"","8",7.985043048858643,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"Disciplined","8700000.00"
